participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2397,lacherías,1,word,1,True,1,2.2309107780456543,2,
R2397,faltaban,2,word,2,True,1,1.2148971557617188,1,
R2397,bailarías,3,word,2,True,1,1.8779189586639404,1,
R2397,prenderías,4,word,2,True,1,1.8818788528442383,1,
R2397,bailaré,5,word,2,True,1,1.8428850173950195,1,
R2397,gachabas,6,word,1,True,1,1.2339160442352295,2,
R2397,cipían,7,word,1,True,1,2.1110148429870605,2,
R2397,bigarías,8,word,1,True,1,4.066919803619385,2,
R2397,obraríamos,9,word,2,True,1,3.3429088592529297,1,
R2397,runabas,10,word,1,True,1,3.807948112487793,2,
R2397,seserá,11,word,1,True,1,4.388861894607544,2,
R2397,fundía,12,word,2,True,1,1.5120360851287842,1,
R2397,coserían,13,word,2,True,1,2.918736696243286,1,
R2397,runaba,14,word,1,True,1,2.9607648849487305,2,
R2397,morderemos,15,word,2,True,1,4.333785057067871,1,
R2397,mertaría,16,word,1,True,1,2.413022994995117,2,
R2397,seserías,17,word,1,True,1,2.8529951572418213,2,
R2397,prenderemos,18,word,2,True,1,1.735102891921997,1,
R2397,galaban,19,word,1,True,1,1.3698821067810059,2,
R2397,ceterías,20,word,1,True,1,1.5168538093566895,2,
R2397,coserá,21,word,2,True,1,1.6386699676513672,1,
R2397,luntiríamos,22,word,1,True,1,3.429655075073242,2,
R2397,eplaban,23,word,1,True,1,1.6148102283477783,2,
R2397,cumplías,24,word,2,True,1,1.0638847351074219,1,
R2397,cumpliría,25,word,2,True,1,1.3968403339385986,1,
R2397,pavaría,26,word,1,True,1,1.3210718631744385,2,
R2397,besarán,27,word,2,True,1,1.198923110961914,1,
R2397,besaré,28,word,2,True,1,1.627873182296753,1,
R2397,maftaré,29,word,1,True,1,1.9820220470428467,2,
R2397,luntiría,30,word,1,True,1,1.186933994293213,2,
R2397,partiré,31,word,2,True,1,1.9494988918304443,1,
R2397,cenarán,32,word,2,True,1,1.732254981994629,1,
R2397,sauaremos,33,word,1,True,1,2.933824062347412,2,
R2397,lachían,34,word,1,True,1,1.6229798793792725,2,
R2397,obrábamos,35,word,2,True,1,2.086663007736206,1,
R2397,luchaban,36,word,2,True,1,1.1637969017028809,1,
R2397,vultarán,37,word,1,True,1,2.1219582557678223,2,
R2397,focaba,38,word,1,True,1,2.679918050765991,2,
R2397,nadaría,39,word,2,True,1,1.432870864868164,1,
R2397,retarías,40,word,2,True,1,2.7668490409851074,1,
R2397,lacheríamos,41,word,1,True,1,1.1320650577545166,2,
R2397,sufrirá,42,word,2,True,1,2.2170841693878174,1,
R2397,rotarán,43,word,2,True,1,3.285691022872925,1,
R2397,fundiremos,44,word,2,True,1,3.6588990688323975,1,
R2397,cetabas,45,word,1,True,1,2.0339107513427734,2,
R2397,runábamos,46,word,1,True,1,4.603779077529907,2,
R2397,rimábamos,47,word,2,True,1,3.9329447746276855,1,
R2397,bimabas,48,word,1,True,1,2.847791910171509,2,
R2397,lucharemos,49,word,2,True,1,1.5950939655303955,1,
R2397,gruñirías,50,word,2,True,1,2.5957531929016113,1,
R2397,juraríamos,51,word,2,True,1,1.9508211612701416,1,
R2397,imirías,52,word,1,True,1,2.6947340965270996,2,
R2397,lameríamos,53,word,2,True,1,3.7929489612579346,1,
R2397,imiría,54,word,1,True,1,2.2695298194885254,2,
R2397,maftábamos,55,word,1,True,1,1.1318809986114502,2,
R2397,barrías,56,word,2,True,1,1.547907829284668,1,
R2397,partías,57,word,2,True,1,1.3458080291748047,1,
R2397,riterán,58,word,1,True,1,3.4818239212036133,2,
R2397,sufriría,59,word,2,True,1,1.7238781452178955,1,
R2397,maftará,60,word,1,True,1,1.0569539070129395,2,
