participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2421,cefleré,1,word,1,True,1,1.0324201583862305,2,
R2421,rondaría,2,word,1,False,1,2.0859932899475098,1,
R2421,morderé,3,word,2,True,1,1.465062141418457,1,
R2421,zusará,4,word,1,True,1,1.2908790111541748,2,
R2421,focaría,5,word,2,False,1,2.7440130710601807,2,
R2421,ceflería,6,word,1,True,1,1.0010371208190918,2,
R2421,pavarían,7,word,1,True,1,2.99088716506958,2,
R2421,ciperán,8,word,1,True,1,2.4577839374542236,2,
R2421,casaban,9,word,2,True,1,0.9289159774780273,1,
R2421,cuarriríamos,10,word,1,True,1,3.4817771911621094,2,
R2421,cuarrirás,11,word,1,True,1,1.8703229427337646,2,
R2421,fundías,12,word,2,True,1,1.0858712196350098,1,
R2421,ceflerá,13,word,2,False,1,3.7720987796783447,2,
R2421,bimaremos,14,word,1,True,1,1.172908067703247,2,
R2421,bigaríamos,15,word,1,True,1,1.8369522094726562,2,
R2421,ciperías,16,word,2,False,1,3.0329160690307617,2,
R2421,faltarán,17,word,2,True,1,1.0949780941009521,1,
R2421,cisarías,18,word,1,True,1,2.532877206802368,2,
R2421,comíamos,19,word,2,True,1,1.1219418048858643,1,
R2421,corríamos,20,word,2,True,1,0.7387938499450684,1,
R2421,bruvías,21,word,1,True,1,2.1549887657165527,2,
R2421,tuplías,22,word,1,True,1,3.9949450492858887,2,
R2421,cuarrirán,23,word,1,True,1,1.288931131362915,2,
R2421,gacharíamos,24,word,2,False,1,5.237937927246094,2,
R2421,morderás,25,word,2,True,1,1.0022718906402588,1,
R2421,cenaban,26,word,2,True,1,0.7228381633758545,1,
R2421,sindabas,27,word,1,True,1,2.2080326080322266,2,
R2421,cichían,28,word,1,True,1,2.773844003677368,2,
R2421,metíamos,29,word,2,True,1,2.9328420162200928,1,
R2421,cumplirá,30,word,2,True,1,0.9900422096252441,1,
R2421,lameré,31,word,2,True,1,1.2788338661193848,1,
R2421,lucharé,32,word,2,True,1,0.7731170654296875,1,
R2421,mardirían,33,word,1,True,1,2.6979548931121826,2,
R2421,gruñiré,34,word,2,True,1,1.0190880298614502,1,
R2421,rimarás,35,word,2,True,1,1.5468699932098389,1,
R2421,luchabas,36,word,2,True,1,1.1360392570495605,1,
R2421,luntirías,37,word,1,True,1,3.143054246902466,2,
R2421,seserás,38,word,1,True,1,2.696835994720459,2,
R2421,eplabas,39,word,1,True,1,1.1539819240570068,2,
R2421,somerá,40,word,1,True,1,1.588135004043579,2,
R2421,partíamos,41,word,1,False,1,0.9951381683349609,1,
R2421,vultaban,42,word,1,True,1,0.8208930492401123,2,
R2421,cumplirías,43,word,2,True,1,0.6989679336547852,1,
R2421,subirán,44,word,2,True,1,0.7999899387359619,1,
R2421,maftaba,45,word,1,True,1,0.7783050537109375,2,
R2421,frinderé,46,word,1,True,1,1.637963056564331,2,
R2421,lorgaríamos,47,word,1,True,1,3.5515289306640625,2,
R2421,cortarán,48,word,2,True,1,0.8161489963531494,1,
