participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2380,sumarán,1,word,2,True,1,0.9260311126708984,1,
R2380,sesías,2,word,1,True,1,1.7129302024841309,2,
R2380,obrarán,3,word,2,True,1,1.1480293273925781,1,
R2380,coseríamos,4,word,2,True,1,1.476898193359375,1,
R2380,cubrías,5,word,2,True,1,1.2930209636688232,1,
R2380,seseríamos,6,word,1,True,1,1.4050188064575195,2,
R2380,lorgará,7,word,2,False,1,1.1432299613952637,2,
R2380,luntiré,8,word,1,True,1,1.476032018661499,2,
R2380,sauaba,9,word,1,True,1,1.6209568977355957,2,
R2380,temería,10,word,1,False,1,1.454895257949829,1,
R2380,imirás,11,word,2,False,1,1.758880853652954,2,
R2380,rimábamos,12,word,1,False,1,1.795274019241333,1,
R2380,lailará,13,word,1,True,1,1.1220741271972656,2,
R2380,corría,14,word,1,False,1,1.4479169845581055,1,
R2380,ceterás,15,word,2,False,1,1.783038854598999,2,
R2380,gruñiré,16,word,1,False,1,0.9458649158477783,1,
R2380,zusábamos,17,word,1,True,1,1.4178719520568848,2,
R2380,temíamos,18,word,1,False,1,1.4631178379058838,1,
R2380,partirá,19,word,2,True,1,1.198930025100708,1,
R2380,jurarías,20,word,1,False,1,1.5864808559417725,1,
R2380,chanrarás,21,word,2,False,1,1.7757930755615234,2,
R2380,hondería,22,word,1,True,1,1.5149717330932617,2,
R2380,runaban,23,word,1,True,1,1.3138949871063232,2,
R2380,riterá,24,word,2,False,1,1.7999448776245117,2,
R2380,sufría,25,word,2,True,1,1.286972999572754,1,
R2380,imiría,26,word,2,False,1,2.2618491649627686,2,
R2380,quijaré,27,word,2,False,1,3.264042854309082,2,
R2380,cenábamos,28,word,2,True,1,3.239093065261841,1,
R2380,eplaría,29,word,1,True,1,1.935124158859253,2,
R2380,charlábamos,30,word,2,True,1,3.983107089996338,1,
R2380,riterían,31,word,2,False,1,2.902017116546631,2,
R2380,temerá,32,word,2,True,1,2.9059789180755615,1,
R2380,faltará,33,word,1,False,1,1.9699478149414062,1,
R2380,bruvíamos,34,word,1,True,1,1.9249489307403564,2,
R2380,zusarías,35,word,1,True,1,2.21805477142334,2,
R2380,correré,36,word,1,False,1,3.247920036315918,1,
R2380,cosías,37,word,2,True,1,4.340996265411377,1,
R2380,lailarás,38,word,2,False,1,1.6589610576629639,2,
R2380,obrábamos,39,word,1,False,1,1.822991132736206,1,
R2380,cisaba,40,word,1,True,1,1.8510031700134277,2,
R2380,mertarían,41,word,1,True,1,2.014005661010742,2,
R2380,bigaría,42,word,1,True,1,1.2447869777679443,2,
R2380,ceflerían,43,word,1,True,1,1.9409599304199219,2,
R2380,venderíamos,44,word,2,True,1,2.8569328784942627,1,
R2380,corrías,45,word,1,False,1,1.1568520069122314,1,
R2380,mardirás,46,word,1,True,1,2.0119669437408447,2,
R2380,sufrirían,47,word,1,False,1,1.466904878616333,1,
R2380,poreré,48,word,1,True,1,1.128978967666626,2,
R2380,bigarás,49,word,1,True,1,1.502925157546997,2,
R2380,retaban,50,word,1,False,1,2.1440858840942383,1,
R2380,lachían,51,word,1,True,1,2.6679790019989014,2,
R2380,fundirían,52,word,2,True,1,3.338926076889038,1,
R2380,sufríamos,53,word,1,False,1,2.63700795173645,1,
R2380,rimaba,54,word,2,True,1,2.1379029750823975,1,
R2380,tupliremos,55,word,1,True,1,2.3570139408111572,2,
R2380,zusaría,56,word,1,True,1,2.5691308975219727,2,
R2380,narraría,57,word,2,True,1,3.6779420375823975,1,
R2380,frinderían,58,word,1,True,1,5.103880882263184,2,
R2380,bailaría,59,word,1,False,1,4.967875003814697,1,
R2380,prendían,60,word,1,False,1,3.051854133605957,1,
R2380,cichiríamos,61,word,1,True,1,3.7231011390686035,2,
R2380,sindaba,62,word,1,True,1,1.2618989944458008,2,
R2380,imiré,63,word,1,True,1,2.2328240871429443,2,
R2380,lachía,64,word,1,True,1,4.6131227016448975,2,
R2380,pactaríamos,65,word,p,False,1,12.57411503791809,1,
R2380,temerán,66,word,1,False,1,2.0079171657562256,1,
R2380,cenarán,67,word,2,True,1,1.5859699249267578,1,
R2380,burraba,68,word,1,True,1,1.5587668418884277,2,
R2380,lamerías,69,word,1,False,1,1.2519810199737549,1,
R2380,sufriría,70,word,1,False,1,1.2530078887939453,1,
R2380,prenderías,71,word,1,False,1,1.297050952911377,1,
R2380,cisarás,72,word,1,True,1,1.2567949295043945,2,
R2380,lacheríamos,73,word,2,False,1,1.5289900302886963,2,
R2380,subirás,74,word,1,False,1,1.3888859748840332,1,
R2380,seserá,75,word,2,False,1,1.4999749660491943,2,
R2380,pactaremos,76,word,1,False,1,0.9508521556854248,1,
R2380,lacherías,77,word,1,True,1,1.0949242115020752,2,
R2380,tosería,78,word,1,False,1,1.2919352054595947,1,
R2380,cedían,79,word,2,True,1,1.1560440063476562,1,
R2380,someremos,80,word,1,True,1,1.0000357627868652,2,
R2380,zusaré,81,word,1,True,1,0.7189908027648926,2,
R2380,venderías,82,word,2,True,1,1.1228530406951904,1,
R2380,rondabas,83,word,1,False,1,0.8513200283050537,1,
R2380,riterán,84,word,1,True,1,0.94805908203125,2,
R2380,obraré,85,word,2,True,1,0.959831953048706,1,
R2380,pactará,86,word,1,False,1,0.793921947479248,1,
R2380,runaría,87,word,1,True,1,0.6788780689239502,2,
R2380,lamían,88,word,1,False,1,0.6589350700378418,1,
R2380,obrarían,89,word,2,True,1,0.9740028381347656,1,
R2380,galarían,90,word,2,False,1,1.3258991241455078,2,
R2380,burrarán,91,word,1,True,1,0.99810791015625,2,
R2380,galabas,92,word,1,True,1,0.8509843349456787,2,
R2380,porían,93,word,1,True,1,0.9551408290863037,2,
R2380,cumplirán,94,word,2,True,1,1.2499830722808838,1,
R2380,prenderán,95,word,1,False,1,0.995922327041626,1,
R2380,quijarías,96,word,1,True,1,0.921954870223999,2,
R2380,arderás,97,word,1,False,1,0.9390337467193604,1,
R2380,zusaríamos,98,word,1,True,1,0.8629751205444336,2,
R2380,jurarían,99,word,1,False,1,1.368887186050415,1,
R2380,mertaremos,100,word,1,True,1,0.692986249923706,2,
R2380,luntirá,101,word,1,True,1,0.6180160045623779,2,
R2380,burrarían,102,word,1,True,1,1.3812370300292969,2,
R2380,cetarían,103,word,1,True,1,0.9137260913848877,2,
R2380,jurarán,104,word,1,False,1,1.4679100513458252,1,
R2380,gachaban,105,word,1,True,1,0.9388689994812012,2,
R2380,lacheré,106,word,1,True,1,1.320885181427002,2,
R2380,galaba,107,word,1,True,1,0.507904052734375,2,
R2380,rayarás,108,word,2,True,1,1.5718169212341309,1,
R2380,bigaban,109,word,1,True,1,0.8609828948974609,2,
R2380,casaríamos,110,word,2,True,1,1.124129056930542,1,
R2380,tuplirás,111,word,1,True,1,1.1929128170013428,2,
R2380,rayarían,112,word,2,True,1,1.4959781169891357,1,
R2380,maftarías,113,word,1,True,1,1.3780608177185059,2,
R2380,mertarás,114,word,1,True,1,1.9309639930725098,2,
R2380,eplaré,115,word,1,True,1,0.7791008949279785,2,
R2380,subirán,116,word,1,False,1,0.8019819259643555,1,
R2380,luntirán,117,word,1,True,1,0.8170180320739746,2,
R2380,bigarían,118,word,1,True,1,0.8588812351226807,2,
R2380,rayábamos,119,word,1,False,1,0.7998871803283691,1,
R2380,sumábamos,120,word,1,False,1,1.0559587478637695,1,
R2380,casarás,121,word,2,True,1,1.340852975845337,1,
R2380,cubrían,122,word,2,True,1,1.4908897876739502,1,
R2380,toseremos,123,word,1,False,1,1.0260717868804932,1,
R2380,focarías,124,word,1,True,1,2.13702130317688,2,
R2380,prenderé,125,word,1,False,1,2.0944111347198486,1,
R2380,toserán,126,word,2,True,1,0.8739402294158936,1,
R2380,tujirías,127,word,1,True,1,0.8229146003723145,2,
R2380,casaba,128,word,2,True,1,0.960014820098877,1,
R2380,pavaban,129,word,1,True,1,1.2649931907653809,2,
R2380,lamerás,130,word,1,False,1,1.036025047302246,1,
R2380,bimaré,131,word,1,True,1,1.1350529193878174,2,
R2380,sufriré,132,word,2,True,1,1.2159931659698486,1,
R2380,formaría,133,word,2,True,1,0.9070267677307129,1,
R2380,ritían,134,word,1,True,1,0.9696650505065918,2,
R2380,lorgarás,135,word,1,True,1,1.0459272861480713,2,
R2380,cumpliré,136,word,2,True,1,1.4349710941314697,1,
R2380,bruviría,137,word,1,True,1,0.8409621715545654,2,
R2380,pavaré,138,word,1,True,1,0.8318860530853271,2,
R2380,toserían,139,word,2,True,1,1.1380438804626465,1,
R2380,tuplían,140,word,1,True,1,0.816917896270752,2,
R2380,rotaba,141,word,2,True,1,1.1289629936218262,1,
R2380,cichías,142,word,1,True,1,1.202056884765625,2,
R2380,temerás,143,word,1,False,1,0.4798707962036133,1,
R2380,luchaban,144,word,1,False,1,1.0780344009399414,1,
R2380,comería,145,word,1,False,1,1.7089128494262695,1,
R2380,mertarías,146,word,2,False,1,1.6585180759429932,2,
R2380,nadará,147,word,1,False,1,1.1619269847869873,1,
R2380,bailaremos,148,word,2,True,1,1.2879359722137451,1,
R2380,anrían,149,word,1,True,1,1.0548069477081299,2,
R2380,uníamos,150,word,1,False,1,1.0610899925231934,1,
R2380,bruviremos,151,word,1,True,1,0.9208321571350098,2,
R2380,sufrías,152,word,1,False,1,1.4541077613830566,1,
R2380,cisábamos,153,word,1,True,1,0.9420821666717529,2,
R2380,burrarás,154,word,1,True,1,1.0868721008300781,2,
R2380,sumarías,155,word,1,False,1,1.127838134765625,1,
R2380,frindía,156,word,1,True,1,0.8769259452819824,2,
R2380,quemarán,157,word,1,False,2,1.481964111328125,1,
R2380,lailaría,158,word,1,True,2,1.0878899097442627,2,
R2380,charlará,159,word,1,False,2,1.0719201564788818,1,
R2380,formaba,160,word,2,True,2,1.1949372291564941,1,
R2380,cichirá,161,word,1,True,2,0.715155839920044,2,
R2380,cumplía,162,word,2,True,2,0.7929162979125977,1,
R2380,chanraban,163,word,1,True,2,1.1629199981689453,2,
R2380,sauaríamos,164,word,1,True,2,1.5129590034484863,2,
R2380,bailaban,165,word,2,True,2,0.8040339946746826,1,
R2380,tuplíamos,166,word,1,True,2,0.8868808746337891,2,
R2380,lucharían,167,word,1,False,2,1.3839740753173828,1,
R2380,jurará,168,word,1,False,2,1.2120938301086426,1,
R2380,chanraba,169,word,1,True,2,1.043633222579956,2,
R2380,sauaré,170,word,1,True,2,0.6770789623260498,2,
R2380,narraré,171,word,1,False,2,1.1258432865142822,1,
R2380,morderán,172,word,1,False,2,1.098020076751709,1,
R2380,vendían,173,word,2,True,2,0.9549839496612549,1,
R2380,maftaremos,174,word,1,True,2,0.8249208927154541,2,
R2380,bailaríamos,175,word,2,True,2,1.1669740676879883,1,
R2380,lorgaban,176,word,2,False,2,1.1820569038391113,2,
R2380,chanrábamos,177,word,1,True,2,1.1630001068115234,2,
R2380,ceflíamos,178,word,1,True,2,1.1250028610229492,2,
R2380,cisaré,179,word,1,True,2,0.7159519195556641,2,
R2380,eplaremos,180,word,1,True,2,1.2789649963378906,2,
R2380,frinderán,181,word,1,True,2,0.7748990058898926,2,
