participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R1832,frinderás,1,word,1,True,1,1.0739679336547852,2,
R1832,gachará,2,word,1,True,1,0.8290019035339355,2,
R1832,eplabas,3,word,1,True,1,0.7929167747497559,2,
R1832,moncerá,4,word,1,True,1,0.664036750793457,2,
R1832,eplaban,5,word,1,True,1,0.632908821105957,2,
R1832,toseré,6,word,2,True,1,0.6518609523773193,1,
R1832,sesíamos,7,word,1,True,1,1.159987211227417,2,
R1832,cenábamos,8,word,2,True,1,0.7377839088439941,1,
R1832,rondaba,9,word,2,True,1,0.7370200157165527,1,
R1832,sumabas,10,word,2,True,1,0.720937967300415,1,
R1832,maftaría,11,word,1,True,1,0.7909390926361084,2,
R1832,uniré,12,word,2,True,1,0.5571742057800293,1,
R1832,sindarás,13,word,1,True,1,0.7277333736419678,2,
R1832,morderás,14,word,2,True,1,0.6178340911865234,1,
R1832,moncerán,15,word,1,True,1,0.6773350238800049,2,
R1832,ardían,16,word,2,True,1,0.6499230861663818,1,
R1832,focaríamos,17,word,1,True,1,0.6899948120117188,2,
R1832,toserías,18,word,2,True,1,0.9600729942321777,1,
R1832,uníamos,19,word,2,True,1,0.7010059356689453,1,
R1832,sauarían,20,word,1,True,1,0.6729631423950195,2,
R1832,frindías,21,word,1,True,1,0.9020416736602783,2,
R1832,formaría,22,word,2,True,1,0.6017887592315674,1,
R1832,bruviremos,23,word,1,True,1,0.6908841133117676,2,
R1832,quemarían,24,word,2,True,1,0.6749968528747559,1,
R1832,fanería,25,word,1,True,1,0.6459231376647949,2,
R1832,bigarás,26,word,1,True,1,0.7610270977020264,2,
R1832,cumplirían,27,word,2,True,1,0.7370548248291016,1,
R1832,focaremos,28,word,1,True,1,0.6149697303771973,2,
R1832,cuarrirás,29,word,1,True,1,0.7649598121643066,2,
R1832,nadábamos,30,word,2,True,1,0.831078290939331,1,
R1832,zusaba,31,word,1,True,1,0.5783476829528809,2,
R1832,maftaré,32,word,1,True,1,0.8059720993041992,2,
R1832,rondaremos,33,word,2,True,1,0.6920108795166016,1,
R1832,rimaría,34,word,2,True,1,0.7968378067016602,1,
R1832,riterían,35,word,1,True,1,0.7548410892486572,2,
R1832,ceterían,36,word,1,True,1,0.7041027545928955,2,
R1832,cuarriré,37,word,1,True,1,0.8767151832580566,2,
R1832,casaba,38,word,2,True,1,0.6160430908203125,1,
R1832,chanraríamos,39,word,1,True,1,0.8393328189849854,2,
R1832,zusábamos,40,word,1,True,1,0.6076040267944336,2,
R1832,sufrías,41,word,2,True,1,0.9889161586761475,1,
R1832,subiría,42,word,2,True,1,0.6959700584411621,1,
R1832,tuplirá,43,word,1,True,1,0.791550874710083,2,
R1832,prenderá,44,word,2,True,1,1.0648198127746582,1,
R1832,lailaban,45,word,1,True,1,0.6119868755340576,2,
R1832,gacharás,46,word,1,True,1,0.5969839096069336,2,
R1832,seseremos,47,word,1,True,1,0.6469440460205078,2,
