participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2394,resultó,1,word,2,True,1,1.4987409114837646,1,
R2394,remopaste,2,non-word,1,True,1,1.116058111190796,2,
R2394,fumo,3,word,2,True,1,0.7139589786529541,1,
R2394,rudaba,4,non-word,2,False,1,0.6410601139068604,2,
