participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2375,runará,1,word,1,True,1,2.892972946166992,2,
R2375,lacherá,2,word,1,True,1,2.5928916931152344,2,
R2375,burrábamos,3,word,1,True,1,3.1100399494171143,2,
R2375,gachábamos,4,word,2,False,1,1.4939138889312744,2,
R2375,mardías,5,word,2,False,1,1.0149407386779785,2,
R2375,anrerían,6,word,1,True,1,1.3159451484680176,2,
R2375,lacheríamos,7,word,1,True,1,2.0531160831451416,2,
R2375,bimarías,8,word,1,True,1,1.819091796875,2,
R2375,partíamos,9,word,2,True,1,2.6669209003448486,1,
R2375,quemaremos,10,word,2,True,1,1.7220227718353271,1,
R2375,fundían,11,word,2,True,1,2.2929251194000244,1,
R2375,faltaban,12,word,2,True,1,0.7627890110015869,1,
R2375,cenaré,13,word,2,True,1,1.2458560466766357,1,
R2375,quemarían,14,word,2,True,1,0.778975248336792,1,
R2375,cuarrirá,15,word,2,False,1,1.2728707790374756,2,
R2375,fundiríamos,16,word,1,False,1,2.6709439754486084,1,
R2375,quemará,17,word,2,True,1,0.7279596328735352,1,
R2375,mertarán,18,word,1,True,1,1.4548778533935547,2,
R2375,cederá,19,word,2,True,1,1.3449599742889404,1,
R2375,ardía,20,word,2,True,1,0.8829360008239746,1,
R2375,lamería,21,word,1,False,1,0.9289162158966064,1,
R2375,luntías,22,word,1,True,1,1.03788423538208,2,
R2375,morderás,23,word,2,True,1,1.6169159412384033,1,
R2375,burraban,24,word,1,True,1,1.8572008609771729,2,
R2375,prenderías,25,word,2,True,1,0.796781063079834,1,
R2375,morderías,26,word,2,True,1,1.0509059429168701,1,
R2375,sumabas,27,word,2,True,1,1.1851677894592285,1,
R2375,luntirían,28,word,1,True,1,1.2819807529449463,2,
R2375,lacheré,29,word,1,True,1,0.8608047962188721,2,
R2375,chanraría,30,word,1,True,1,1.2899577617645264,2,
R2375,lamerás,31,word,1,False,1,1.1029739379882812,1,
R2375,gruñirías,32,word,2,True,1,0.9629330635070801,1,
R2375,rondaremos,33,word,2,True,1,1.6309762001037598,1,
R2375,ciperé,34,word,1,True,1,0.9288890361785889,2,
R2375,cenarían,35,word,2,True,1,0.7357368469238281,1,
