participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2363,uniremos,1,word,2,True,1,2.8139078617095947,1,
R2363,cortará,2,word,2,True,1,1.8071799278259277,1,
R2363,rimaría,3,word,1,False,1,5.174702882766724,1,
R2363,cedía,4,word,2,True,1,1.6489272117614746,1,
R2363,lorgaríamos,5,word,2,False,1,1.4609959125518799,2,
R2363,quemaríamos,6,word,2,True,1,1.5216262340545654,1,
R2363,gacharía,7,word,2,False,1,3.186944007873535,2,
R2363,bruviríamos,8,word,1,True,1,2.9118289947509766,2,
R2363,corrías,9,word,2,True,1,1.3939552307128906,1,
R2363,retábamos,10,word,2,True,1,2.685821294784546,1,
R2363,tujirías,11,word,1,True,1,1.9850599765777588,2,
R2363,narraré,12,word,2,True,1,1.2909388542175293,1,
R2363,faltarán,13,word,2,True,1,1.6959795951843262,1,
R2363,bimaremos,14,word,1,True,1,1.291152000427246,2,
R2363,correrían,15,word,2,True,1,2.237779140472412,1,
R2363,juraré,16,word,2,True,1,1.5459449291229248,1,
R2363,formaremos,17,word,2,True,1,1.1480228900909424,1,
R2363,cubriría,18,word,2,True,1,1.217069149017334,1,
R2363,zusará,19,word,1,True,1,2.239090919494629,2,
R2363,cubríamos,20,word,2,True,1,1.0730202198028564,1,
R2363,rotaban,21,word,2,True,1,1.7359209060668945,1,
R2363,tuplíamos,22,word,1,True,1,5.126236200332642,2,
R2363,mardirá,23,word,1,True,1,3.1368439197540283,2,
R2363,arderé,24,word,2,True,1,3.0039522647857666,1,
R2363,tujíamos,25,word,1,True,1,3.979942798614502,2,
R2363,hondías,26,word,1,True,1,3.8629140853881836,2,
R2363,lacherían,27,word,2,False,1,5.348119020462036,2,
R2363,somerás,28,word,1,True,1,6.521003007888794,2,
R2363,fanerías,29,word,2,False,1,3.519071102142334,2,
R2363,frindería,30,word,1,True,1,3.5990288257598877,2,
R2363,gruñías,31,word,2,True,1,2.7873992919921875,1,
R2363,frindías,32,word,1,True,1,8.40008282661438,2,
R2363,bruvirían,33,word,1,True,1,7.284985065460205,2,
R2363,venderá,34,word,2,True,1,1.54488205909729,1,
R2363,maftaríamos,35,word,1,True,1,3.017000913619995,2,
R2363,rimabas,36,word,2,True,1,2.861020803451538,1,
R2363,cisaba,37,word,1,True,1,3.597031831741333,2,
R2363,retaba,38,word,2,True,1,1.6603100299835205,1,
R2363,bimarían,39,word,1,True,1,3.275799036026001,2,
R2363,cefleré,40,word,1,True,1,8.65929913520813,2,
R2363,besaremos,41,word,2,True,1,0.9188978672027588,1,
R2363,narraría,42,word,2,True,1,0.7524468898773193,1,
R2363,barríamos,43,word,2,True,1,0.9959731101989746,1,
R2363,toserían,44,word,2,True,1,0.7348458766937256,1,
R2363,cuarríamos,45,word,1,True,1,3.245939016342163,2,
R2363,subirá,46,word,2,True,1,0.8409228324890137,1,
R2363,narraban,47,word,2,True,1,0.894946813583374,1,
R2363,moncerán,48,word,1,True,1,3.6690833568573,2,
R2363,cetábamos,49,word,1,True,1,3.915057897567749,2,
R2363,tuplirás,50,word,1,True,1,3.5851528644561768,2,
R2363,rondarías,51,word,1,False,1,6.7732720375061035,1,
R2363,gacharás,52,word,2,False,1,3.057209014892578,2,
R2363,formábamos,53,word,2,True,1,1.0431411266326904,1,
R2363,correré,54,word,2,True,1,2.8484151363372803,1,
R2363,luntirías,55,word,2,False,1,5.922256231307983,2,
R2363,besaban,56,word,2,True,1,0.7952039241790771,1,
R2363,pactarías,57,word,1,False,1,1.3741569519042969,1,
R2363,cenabas,58,word,2,True,1,0.946904182434082,1,
R2363,focábamos,59,word,2,False,1,0.6722850799560547,2,
R2363,cumplía,60,word,2,True,1,3.5064408779144287,1,
R2363,frinderían,61,word,1,True,1,2.3503737449645996,2,
R2363,frinderán,62,word,1,True,1,3.0162980556488037,2,
R2363,partirán,63,word,2,True,1,1.2365198135375977,1,
R2363,lailaban,64,word,1,True,1,2.1163487434387207,2,
R2363,bigarías,65,word,1,True,1,4.158955097198486,2,
R2363,tuplía,66,word,1,True,1,3.8901829719543457,2,
R2363,rimaban,67,word,2,True,1,4.708075761795044,1,
R2363,luchaban,68,word,2,True,1,1.7848570346832275,1,
R2363,focarán,69,word,2,False,1,2.699718952178955,2,
R2363,runará,70,word,2,False,1,4.552040100097656,2,
R2363,riteríamos,71,word,1,True,1,5.92413592338562,2,
R2363,cederás,72,word,2,True,1,4.233026742935181,1,
R2363,sufriremos,73,word,2,True,1,0.9179205894470215,1,
R2363,meteríamos,74,word,2,True,1,0.6318190097808838,1,
R2363,unirían,75,word,2,True,1,0.8662772178649902,1,
R2363,uniría,76,word,2,True,1,0.9680919647216797,1,
R2363,corríamos,77,word,2,True,1,0.9630851745605469,1,
R2363,bimaríamos,78,word,1,True,1,3.8951289653778076,2,
R2363,obraban,79,word,2,True,1,1.7760260105133057,1,
R2363,chanrarías,80,word,1,True,1,4.0059380531311035,2,
R2363,vendería,81,word,2,True,1,1.654891014099121,1,
R2363,eplabas,82,word,1,True,1,2.3989481925964355,2,
R2363,chanraremos,83,word,1,True,1,1.1709821224212646,2,
R2363,cortabas,84,word,2,True,1,2.1631977558135986,1,
R2363,faltaría,85,word,2,True,1,0.8710231781005859,1,
R2363,cederé,86,word,2,True,1,0.5280439853668213,1,
R2363,cetías,87,word,1,True,1,0.9611029624938965,2,
R2363,imirás,88,word,1,True,1,2.13179874420166,2,
R2363,partirás,89,word,2,True,1,1.3860998153686523,1,
R2363,formará,90,word,2,True,1,0.9136366844177246,1,
R2363,lailaré,91,word,1,True,1,1.0128669738769531,2,
R2363,zusábamos,92,word,1,True,1,1.9769337177276611,2,
R2363,pavaba,93,word,1,True,1,2.679994821548462,2,
R2363,mardirían,94,word,1,True,1,2.3940370082855225,2,
R2363,toserías,95,word,2,True,1,1.246969223022461,1,
R2363,gruñirán,96,word,2,True,1,1.5459630489349365,1,
R2363,cederán,97,word,2,True,1,0.7289960384368896,1,
R2363,lamían,98,word,2,True,1,3.4100229740142822,1,
R2363,casarás,99,word,2,True,1,5.967950820922852,1,
