participant,stimuli,trialNum,target_type,response,correct,block,reaction_time,trigger,
R2427,luchabas,1,word,2,True,1,1.2832238674163818,1,
R2427,cortará,2,word,2,True,1,1.6315126419067383,1,
R2427,someríamos,3,word,1,True,1,1.0661332607269287,2,
R2427,quijaremos,4,word,1,True,1,1.1743872165679932,2,
R2427,honderemos,5,word,1,True,1,1.1070311069488525,2,
R2427,bimarías,6,word,1,True,1,0.7961311340332031,2,
R2427,zusarían,7,word,2,False,1,0.9110519886016846,2,
R2427,morderemos,8,word,2,True,1,0.8561069965362549,1,
R2427,sufrirías,9,word,2,True,1,1.0500211715698242,1,
R2427,rimarías,10,word,2,True,1,0.9877908229827881,1,
R2427,besaban,11,word,2,True,1,0.7790448665618896,1,
R2427,pactábamos,12,word,2,True,1,1.2949228286743164,1,
R2427,rimaríamos,13,word,2,True,1,1.03904390335083,1,
R2427,charlaban,14,word,2,True,1,0.756976842880249,1,
R2427,vultaríamos,15,word,1,True,1,0.8710269927978516,2,
R2427,lorgarás,16,word,2,False,1,0.8242340087890625,2,
R2427,zusaban,17,word,1,True,1,0.7368559837341309,2,
R2427,eplarías,18,word,1,True,1,1.0808701515197754,2,
R2427,fundiremos,19,word,1,False,1,1.765091896057129,1,
R2427,zusaba,20,word,1,True,1,0.8189737796783447,2,
R2427,ritía,21,word,1,True,1,0.6791338920593262,2,
R2427,cuarrirían,22,word,1,True,1,0.7759251594543457,2,
R2427,fanerían,23,word,1,True,1,0.7827749252319336,2,
R2427,casará,24,word,2,True,1,0.7729971408843994,1,
R2427,arderán,25,word,2,True,1,0.8000528812408447,1,
R2427,juraremos,26,word,2,True,1,1.5490131378173828,1,
R2427,lameré,27,word,2,True,1,0.9419138431549072,1,
R2427,bimaríamos,28,word,1,True,1,0.6880538463592529,2,
R2427,lailaremos,29,word,1,True,1,0.9479770660400391,2,
R2427,tuplías,30,word,1,True,1,1.019139051437378,2,
R2427,arderían,31,word,2,True,1,0.8149187564849854,1,
R2427,obraba,32,word,2,True,1,0.9868080615997314,1,
R2427,lorgaríamos,33,word,2,False,1,0.7148900032043457,2,
R2427,sumabas,34,word,1,False,1,0.8450980186462402,1,
R2427,retaban,35,word,2,True,1,0.6805617809295654,1,
R2427,correremos,36,word,2,True,1,0.7229819297790527,1,
R2427,formará,37,word,2,True,1,0.7629759311676025,1,
R2427,partirán,38,word,2,True,1,0.986041784286499,1,
R2427,lailabas,39,word,1,True,1,1.0448758602142334,2,
R2427,lamerán,40,word,2,True,1,0.8290541172027588,1,
R2427,toserán,41,word,2,True,1,0.679006814956665,1,
R2427,corrían,42,word,2,True,1,0.6589739322662354,1,
R2427,maftaremos,43,word,1,True,1,0.9170129299163818,2,
R2427,juraban,44,word,2,True,1,0.7348809242248535,1,
R2427,eplabas,45,word,1,True,1,0.7562801837921143,2,
R2427,riterían,46,word,1,True,1,0.9120922088623047,2,
R2427,lamía,47,word,2,True,1,0.6419229507446289,1,
R2427,lorgarán,48,word,2,False,1,0.6669590473175049,2,
R2427,sauaremos,49,word,1,True,1,0.7518436908721924,2,
R2427,coserás,50,word,2,True,1,0.8681011199951172,1,
R2427,morderíamos,51,word,2,True,1,0.9039139747619629,1,
