workerid,proliferate.condition,correct_answer,prime,probeContent,response,rt,slide_number_in_experiment,target,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.chinese_country_years,subject_information.chinese_family_years,subject_information.chinese_school_work_years_spoken,subject_information.chinese_school_work_years_written,subject_information.comments,subject_information.education,subject_information.gender,subject_information.otherLanguage,subject_information.problems,subject_information.prolific_ID,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
5,condition1,2,汐,陽,f,2304,21,陽,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,板,翻,j,2142,22,翻,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,程,程,f,2432,23,現,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,勵,勵,f,2439,24,害,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,煉,煉,f,2320,25,葉,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,戚,唐,j,2631,26,唐,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,糖,糖,f,3431,27,鄰,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,倖,福,j,2327,28,福,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,傢,人,j,2200,29,人,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,盪,盪,f,2232,30,棍,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,樣,輕,j,2551,31,輕,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,梯,帝,j,2127,32,帝,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,邏,輯,j,2207,33,輯,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,峽,述,j,2197,34,述,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,軸,軸,f,2145,35,階,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,紐,醜,j,2110,36,醜,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,棋,棋,f,2216,37,實,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,擾,擾,f,2279,38,悠,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,秩,肯,j,2127,39,肯,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,松,松,f,2255,40,工,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,財,財,f,2223,41,能,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,漢,漢,f,2472,42,隔,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,線,線,j,2327,43,權,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,仗,仗,f,2175,44,夫,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,夫,夫,f,2279,45,妻,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,泥,泥,f,2176,46,姑,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,遂,遂,f,3023,47,喝,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,嬰,嬰,f,2245,48,兒,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,余,余,f,2246,49,別,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,炸,查,j,2601,50,查,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,形,再,j,2137,52,再,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,婚,迷,j,2151,53,迷,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,廁,廁,f,2183,54,所,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,極,極,f,2184,55,損,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,騙,貶,j,2120,56,貶,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,瑰,瑰,f,2230,57,殺,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,鏗,鏗,f,2200,58,間,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,浪,浪,f,2536,59,涼,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,懈,懈,f,2230,60,姐,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,個,個,f,2296,61,故,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,棚,棚,f,2278,62,友,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,寫,寫,f,2280,63,字,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,移,移,f,2207,64,勝,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,針,線,j,2311,65,線,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,錶,示,j,2133,66,示,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,尷,尬,j,2257,67,尬,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,滑,谷,j,2224,68,谷,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,喜,喜,f,2215,69,歡,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,燈,山,j,2103,70,山,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,剪,剪,f,2328,71,刀,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,陌,陌,f,2470,72,擺,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,迅,迅,f,2192,73,速,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,殖,游,f,2248,74,游,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,審,判,j,2326,75,判,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,妹,喂,j,2144,76,喂,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,厭,惡,j,2142,77,惡,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,仇,恨,j,2127,78,恨,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,謝,社,j,2143,79,社,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,烤,烤,f,2151,80,試,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,螺,螺,f,2264,81,類,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,諷,諷,f,2230,82,刺,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,繪,繪,f,2192,83,港,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,檔,諾,j,2368,84,諾,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,批,筆,j,2184,85,筆,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,擁,賞,j,2191,86,賞,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,倪,倪,f,2271,87,而,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,佑,佑,f,2240,88,左,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,源,因,j,2280,89,因,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,司,司,f,2160,90,進,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,謂,謂,f,2286,91,腸,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,肥,肥,f,2520,92,胖,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,氾,氾,f,2362,93,濫,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,黑,白,j,2143,94,白,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,附,出,j,2271,95,出,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,陀,陀,f,2199,96,他,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,泳,泳,f,2166,97,遠,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,搔,搔,f,2319,98,癢,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,簡,簡,f,2264,99,單,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,雖,營,j,2288,100,營,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,惶,惶,f,2177,102,帝,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,拯,拯,f,2159,103,救,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,誌,願,j,2103,104,願,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,額,賽,j,2142,105,賽,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,緊,張,j,2134,106,張,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,革,革,f,2201,107,命,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,村,村,f,2199,108,即,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,紛,析,j,2183,109,析,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,盔,盔,f,2438,110,甲,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,晚,勉,j,2137,111,勉,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,克,服,j,2254,112,服,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,垃,垃,f,2272,113,圾,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,觸,屬,j,2110,114,屬,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,矚,數,j,2239,115,數,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,首,俊,j,2198,116,俊,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,奴,隸,j,2144,117,隸,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,銘,字,j,2303,118,字,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,囚,囚,f,2319,119,犯,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,結,結,f,2215,120,即,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,億,義,j,2227,121,義,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,暗,因,j,2235,122,因,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,離,開,j,2167,123,開,sem-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,企,天,j,2095,124,天,con,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,縮,素,j,2167,125,素,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,1,讀,讀,f,2248,126,邁,phon-phon,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
5,condition1,2,讚,成,j,2655,127,成,phon-sem,[],31,No,25,25,19,19,暫無，謝謝您的邀請。,4,Male,漢語，英語，西班牙語,無,664db585355de70e17541e5a,Chrome,Windows,1080,1920,17.978566666666666,
