workerid,proliferate.condition,correct_answer,prime,probeContent,response,rt,slide_number_in_experiment,target,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.chinese_country_years,subject_information.chinese_family_years,subject_information.chinese_school_work_years_spoken,subject_information.chinese_school_work_years_written,subject_information.comments,subject_information.education,subject_information.gender,subject_information.otherLanguage,subject_information.problems,subject_information.prolific_ID,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
14,condition1,2,軸,階,j,1816,61,階,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,額,賽,j,1664,62,賽,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,浪,浪,f,1832,63,涼,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,形,再,j,1832,64,再,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,螺,螺,f,1840,65,類,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,鏗,間,j,1584,66,間,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,划,划,f,1664,67,船,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,那,飛,j,1840,68,飛,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,謂,腸,j,1856,69,腸,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,溶,溶,f,1696,70,易,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,源,因,j,1751,71,因,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,煉,煉,f,1704,72,葉,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,湧,敢,j,1623,73,敢,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,烤,烤,f,1784,74,試,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,棋,棋,f,1952,75,實,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,梯,帝,j,1656,76,帝,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,燈,燈,f,1720,77,山,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,仇,恨,f,1768,78,恨,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,奴,隸,j,1680,79,隸,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,真,真,f,1792,80,實,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,堪,堪,f,1752,81,慎,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,觸,觸,f,1800,82,屬,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,厭,厭,f,1704,83,惡,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,離,開,j,1584,84,開,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,餵,餵,f,1680,85,懼,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,羨,羨,f,1888,86,慕,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,寫,字,j,1672,87,字,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,銀,銀,f,1680,88,蓋,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,倪,而,j,1632,89,而,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,壯,壯,f,1776,90,另,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,跑,剝,j,1632,91,剝,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,針,線,j,1688,92,線,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,惶,帝,j,1751,93,帝,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,攤,攤,f,1744,94,南,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,財,財,f,1736,95,能,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,嬰,兒,j,1624,96,兒,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,儒,須,j,1880,97,須,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,企,企,f,1712,98,天,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,眠,眠,f,1840,99,務,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,尷,尷,f,1696,100,尬,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,妹,妹,f,2754,102,喂,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,壢,史,j,1624,103,史,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,矚,數,j,1768,104,數,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,東,西,j,1704,105,西,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,革,革,f,1672,106,命,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,漆,漆,f,1736,107,端,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,批,筆,j,1648,108,筆,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,蔬,蔬,f,1752,109,菜,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,錶,錶,f,1976,110,示,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,諒,經,j,1712,111,經,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,轎,瞧,j,1648,112,瞧,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,脆,脆,f,1712,113,微,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,結,結,f,1920,114,即,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,黎,黎,f,1888,115,彬,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,傢,人,j,1777,116,人,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,盔,盔,f,1783,117,甲,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,搔,癢,j,1728,118,癢,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,司,進,j,2608,119,進,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,余,余,f,1696,120,別,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,根,候,j,1720,121,候,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,邏,邏,f,1800,122,輯,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,克,克,f,1768,123,服,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,緊,張,j,1696,124,張,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,炸,查,j,1880,125,查,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,極,極,f,2320,126,損,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,讚,讚,f,1696,127,成,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,簡,單,j,1744,128,單,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,線,權,j,1624,129,權,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,摺,席,j,1736,130,席,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,億,億,f,1736,131,義,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,轄,轄,f,1776,132,嗨,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,踝,踝,f,1808,133,裹,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,村,村,f,2288,134,即,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,殖,游,j,1696,135,游,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,晚,晚,f,2016,136,勉,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,移,勝,j,1936,137,勝,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,很,車,j,1928,138,車,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,据,据,f,1760,139,住,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,迅,迅,f,1704,140,速,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,氾,氾,f,1768,141,濫,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,締,締,f,1696,142,國,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,提,提,f,1840,143,市,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,遵,遵,f,1744,144,重,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,檔,諾,j,1720,145,諾,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,仗,仗,f,1696,146,夫,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,剪,刀,j,1808,147,刀,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,泳,遠,j,1792,148,遠,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,擁,賞,j,1992,149,賞,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,囚,囚,f,1768,150,犯,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,普,通,j,2029,152,通,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,擅,擅,f,1720,153,廉,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,暗,因,j,1656,154,因,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,遲,夕,j,1784,155,夕,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,畢,畢,f,1688,156,業,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,準,準,f,1840,157,腦,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,詞,絲,j,1584,158,絲,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,陀,陀,f,1680,159,他,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,峽,述,j,2008,160,述,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,滑,谷,j,1880,161,谷,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,槌,槌,f,1928,162,錐,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,勵,害,j,1896,163,害,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,垃,垃,f,1824,164,圾,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,婚,婚,f,1712,165,迷,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,紛,析,j,1896,166,析,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,拯,拯,f,1768,167,救,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,擒,擒,f,1752,168,獸,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,楓,楓,f,1776,169,雨,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,松,松,f,1752,170,工,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,漢,隔,j,1800,171,隔,con,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,虐,虐,f,1720,172,待,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,附,附,f,1648,173,出,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,喧,喧,f,1840,174,佈,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,廁,所,j,1608,175,所,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,擾,擾,f,1720,176,悠,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,紐,醜,j,1672,177,醜,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,讀,讀,f,1720,178,邁,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,饑,餓,j,1760,179,餓,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,稻,稻,f,1624,180,米,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,懈,懈,f,1848,181,姐,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,胸,胸,f,1640,182,奴,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,個,故,j,1672,183,故,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,綜,教,j,1680,184,教,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,騙,貶,j,1680,185,貶,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,謝,謝,f,1816,186,社,phon-phon,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,誌,誌,f,1784,187,願,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,佑,佑,f,1744,188,左,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,2,危,險,j,1608,189,險,sem-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
14,condition1,1,泥,泥,f,1760,190,姑,phon-sem,[],30,No,0,0,0,30,,3,Female,"粵語, 普通話, 英文",,65464f3622cb15acd453c658,Chrome,Windows,1440,2560,1.8415666666666664,
30,condition1,2,拒,大,j,9404,8,大,phon-sem,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,1,億,億,f,2803,9,義,phon-sem,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,1,跑,跑,f,2105,10,剝,phon-phon,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,2,普,通,j,1873,11,通,sem-sem,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,2,傢,人,f,2138,12,人,phon-sem,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,2,誌,願,j,3414,13,願,phon-sem,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
30,condition1,1,擺,擺,f,2260,14,霸,phon-phon,[],63,No,25,25,25,25,none,4,Female,普通話,none,5e8b32ec2c33ae7f20a0b401,Chrome,Windows,720,1280,3.120416666666667,
